VALUE,BPS_CODE,BPS_NAME,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,R,G,B,RED,GREEN,BLUE
1056,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,18,36,46,115,149,230,0.45098,0.584314,0.901961
1057,10570,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,28,-9999,72,227,223,162,0.890196,0.87451,0.635294
1058,10580,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,23,69,8,127,234,0,0.498039,0.917647,0
1059,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,24,47,29,191,19,230,0.74902,0.07451,0.901961
1060,10790,Great Basin Xeric Mixed Sagebrush Shrubland,90,10,-9999,57,194,207,0.223529,0.760784,0.811765
1062,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1063,10820,Mojave Mid-Elevation Mixed Desert Scrub,100,-9999,-9999,216,6,73,0.847059,0.023529,0.286275
1064,10870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,100,-9999,-9999,52,154,184,0.203922,0.603922,0.721569
1065,10880,Sonora-Mojave Mixed Salt Desert Scrub,-9999,-9999,-9999,245,222,110,0.960784,0.870588,0.431373
1066,11030,Great Basin Semi-Desert Chaparral,100,-9999,-9999,174,250,255,0.682353,0.980392,1
1067,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
1068,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1069,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
1070,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
1071,11350,Inter-Mountain Basins Semi-Desert Grassland,100,-9999,-9999,185,174,211,0.72549,0.682353,0.827451
1072,11440,Rocky Mountain Alpine Turf,100,-9999,-9999,93,43,29,0.364706,0.168627,0.113725
1073,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1074,11540,Inter-Mountain Basins Montane Riparian Systems,100,-9999,-9999,154,156,117,0.603922,0.611765,0.458824
1075,11590,Rocky Mountain Montane Riparian Systems,100,-9999,-9999,123,124,93,0.482353,0.486275,0.364706
1076,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,23,-9999,77,49,165,167,0.192157,0.647059,0.654902
1077,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
1078,10110,Rocky Mountain Aspen Forest and Woodland,46,54,-9999,255,255,115,1,1,0.45098
1079,10120,Rocky Mountain Bigtooth Maple Ravine Woodland,37,63,-9999,255,211,127,1,0.827451,0.498039
1080,10160,Colorado Plateau Pinyon-Juniper Woodland,29,65,6,205,170,102,0.803922,0.666667,0.4
1081,10190,Great Basin Pinyon-Juniper Woodland,51,49,-9999,115,76,0,0.45098,0.298039,0
1082,10200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,29,-9999,71,14,46,57,0.054902,0.180392,0.223529
1083,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,12,14,74,190,210,255,0.745098,0.823529,1
1084,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,18,36,46,115,149,230,0.45098,0.584314,0.901961
1085,10540,Southern Rocky Mountain Ponderosa Pine Woodland,6,39,55,168,56,0,0.658824,0.219608,0
1086,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,99,1,-9999,211,255,190,0.827451,1,0.745098
1087,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,39,61,-9999,230,230,0,0.901961,0.901961,0
1088,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,24,47,29,191,19,230,0.74902,0.07451,0.901961
1089,10640,Colorado Plateau Mixed Low Sagebrush Shrubland,33,67,-9999,158,170,215,0.619608,0.666667,0.843137
1090,10790,Great Basin Xeric Mixed Sagebrush Shrubland,90,10,-9999,57,194,207,0.223529,0.760784,0.811765
1092,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1093,10820,Mojave Mid-Elevation Mixed Desert Scrub,100,-9999,-9999,216,6,73,0.847059,0.023529,0.286275
1094,10860,Rocky Mountain Lower Montane-Foothill Shrubland,21,79,-9999,137,68,101,0.537255,0.266667,0.396078
1095,10870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,100,-9999,-9999,52,154,184,0.203922,0.603922,0.721569
1096,11030,Great Basin Semi-Desert Chaparral,100,-9999,-9999,174,250,255,0.682353,0.980392,1
1097,11040,Mogollon Chaparral,100,-9999,-9999,173,250,211,0.678431,0.980392,0.827451
1098,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,25,75,-9999,115,255,223,0.45098,1,0.87451
1099,11080,Sonora-Mojave Semi-Desert Chaparral,100,-9999,-9999,255,197,173,1,0.772549,0.678431
1100,11150,Inter-Mountain Basins Juniper Savanna,23,43,34,137,112,68,0.537255,0.439216,0.266667
1101,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
1102,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1103,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
1104,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
1105,11350,Inter-Mountain Basins Semi-Desert Grassland,100,-9999,-9999,185,174,211,0.72549,0.682353,0.827451
1106,11450,Rocky Mountain Subalpine-Montane Mesic Meadow,100,-9999,-9999,0,197,255,0,0.772549,1
1107,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1108,11540,Inter-Mountain Basins Montane Riparian Systems,100,-9999,-9999,154,156,117,0.603922,0.611765,0.458824
1109,11590,Rocky Mountain Montane Riparian Systems,100,-9999,-9999,123,124,93,0.482353,0.486275,0.364706
1110,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,23,-9999,77,49,165,167,0.192157,0.647059,0.654902
1111,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
1112,10040,North American Warm Desert Sparsely Vegetated Systems,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1113,10110,Rocky Mountain Aspen Forest and Woodland,46,54,-9999,255,255,115,1,1,0.45098
1114,10160,Colorado Plateau Pinyon-Juniper Woodland,29,65,6,205,170,102,0.803922,0.666667,0.4
1115,10230,Madrean Encinal,18,13,69,0,167,132,0,0.654902,0.517647
1116,10240,Madrean Lower Montane Pine-Oak Forest and Woodland,19,12,69,167,189,30,0.654902,0.741176,0.117647
1117,10250,Madrean Pinyon-Juniper Woodland,34,22,44,160,106,31,0.627451,0.415686,0.121569
1118,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,12,14,74,190,210,255,0.745098,0.823529,1
1119,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,19,37,44,115,149,230,0.45098,0.584314,0.901961
1120,10540,Southern Rocky Mountain Ponderosa Pine Woodland,6,8,86,168,56,0,0.658824,0.219608,0
1121,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,97,3,-9999,211,255,190,0.827451,1,0.745098
1122,10590,Southern Rocky Mountain Pinyon-Juniper Woodland,29,64,7,183,138,46,0.717647,0.541176,0.180392
1123,10611,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,24,76,-9999,230,230,0,0.901961,0.901961,0
1124,10640,Colorado Plateau Mixed Low Sagebrush Shrubland,33,67,-9999,158,170,215,0.619608,0.666667,0.843137
1125,10660,Inter-Mountain Basins Mat Saltbush Shrubland,-9999,-9999,-9999,11,190,127,0.043137,0.745098,0.498039
1126,10780,Colorado Plateau Blackbrush-Mormon-tea Shrubland,53,47,-9999,52,155,207,0.203922,0.607843,0.811765
1128,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1129,10930,Southern Colorado Plateau Sand Shrubland,100,-9999,-9999,134,219,24,0.52549,0.858824,0.094118
1130,11020,Colorado Plateau Pinyon-Juniper Shrubland,20,29,51,255,0,0,1,0,0
1131,11040,Mogollon Chaparral,89,11,-9999,173,250,211,0.678431,0.980392,0.827451
1132,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,74,26,-9999,115,255,223,0.45098,1,0.87451
1133,11150,Inter-Mountain Basins Juniper Savanna,20,29,51,137,112,68,0.537255,0.439216,0.266667
1134,11160,Madrean Juniper Savanna,33,21,46,207,157,143,0.811765,0.615686,0.560784
1135,11170,Southern Rocky Mountain Ponderosa Pine Savanna,5,10,85,255,85,0,1,0.333333,0
1136,11190,Southern Rocky Mountain Juniper Woodland and Savanna,5,12,83,135,86,20,0.529412,0.337255,0.078431
1137,11210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,81,-9999,19,255,221,216,1,0.866667,0.847059
1138,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1139,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
1140,11350,Inter-Mountain Basins Semi-Desert Grassland,100,-9999,-9999,185,174,211,0.72549,0.682353,0.827451
1141,11450,Rocky Mountain Subalpine-Montane Mesic Meadow,80,20,-9999,0,197,255,0,0.772549,1
1142,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1143,11590,Rocky Mountain Montane Riparian Systems,23,-9999,77,123,124,93,0.482353,0.486275,0.364706
1144,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
1145,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
1146,10110,Rocky Mountain Aspen Forest and Woodland,79,7,14,255,255,115,1,1,0.45098
1147,10160,Colorado Plateau Pinyon-Juniper Woodland,29,65,6,205,170,102,0.803922,0.666667,0.4
1148,10490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,100,-9999,-9999,102,205,171,0.4,0.803922,0.670588
1149,10500,Rocky Mountain Lodgepole Pine Forest,81,-9999,19,128,251,26,0.501961,0.984314,0.101961
1150,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,6,35,59,190,210,255,0.745098,0.823529,1
1151,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,27,38,35,115,149,230,0.45098,0.584314,0.901961
1152,10540,Southern Rocky Mountain Ponderosa Pine Woodland,4,13,83,168,56,0,0.658824,0.219608,0
1153,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,69,31,-9999,211,255,190,0.827451,1,0.745098
1154,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,69,31,-9999,56,168,0,0.219608,0.658824,0
1155,10570,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,29,71,-9999,227,223,162,0.890196,0.87451,0.635294
1156,10590,Southern Rocky Mountain Pinyon-Juniper Woodland,29,64,7,183,138,46,0.717647,0.541176,0.180392
1157,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,37,40,23,230,230,0,0.901961,0.901961,0
1158,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,25,75,-9999,191,19,230,0.74902,0.07451,0.901961
1159,10640,Colorado Plateau Mixed Low Sagebrush Shrubland,33,67,-9999,158,170,215,0.619608,0.666667,0.843137
1160,10700,Rocky Mountain Alpine Dwarf-Shrubland,100,-9999,-9999,19,118,92,0.07451,0.462745,0.360784
1161,10801,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,100,-9999,-9999,255,190,232,1,0.745098,0.909804
1162,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1163,10860,Rocky Mountain Lower Montane-Foothill Shrubland,74,26,-9999,137,68,101,0.537255,0.266667,0.396078
1164,11020,Colorado Plateau Pinyon-Juniper Shrubland,29,65,6,255,0,0,1,0,0
1165,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,77,23,-9999,115,255,223,0.45098,1,0.87451
1166,11150,Inter-Mountain Basins Juniper Savanna,33,26,41,137,112,68,0.537255,0.439216,0.266667
1167,11170,Southern Rocky Mountain Ponderosa Pine Savanna,3,-9999,97,255,85,0,1,0.333333,0
1168,11190,Southern Rocky Mountain Juniper Woodland and Savanna,6,12,82,135,86,20,0.529412,0.337255,0.078431
1169,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1170,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
1171,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
1172,11350,Inter-Mountain Basins Semi-Desert Grassland,33,67,-9999,185,174,211,0.72549,0.682353,0.827451
1173,11430,Rocky Mountain Alpine Fell-Field,100,-9999,-9999,130,130,130,0.509804,0.509804,0.509804
1174,11440,Rocky Mountain Alpine Turf,100,-9999,-9999,93,43,29,0.364706,0.168627,0.113725
1175,11450,Rocky Mountain Subalpine-Montane Mesic Meadow,80,20,-9999,0,197,255,0,0.772549,1
1176,11460,Southern Rocky Mountain Montane-Subalpine Grassland,52,-9999,48,167,205,178,0.654902,0.803922,0.698039
1177,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
1178,11590,Rocky Mountain Montane Riparian Systems,23,-9999,77,123,124,93,0.482353,0.486275,0.364706
1179,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,23,-9999,77,49,165,167,0.192157,0.647059,0.654902
1180,10040,North American Warm Desert Sparsely Vegetated Systems,-9999,-9999,-9999,255,242,189,1,0.94902,0.741176
1181,10110,Rocky Mountain Aspen Forest and Woodland,79,7,14,255,255,115,1,1,0.45098
1182,10160,Colorado Plateau Pinyon-Juniper Woodland,29,65,6,205,170,102,0.803922,0.666667,0.4
1183,10190,Great Basin Pinyon-Juniper Woodland,33,47,20,115,76,0,0.45098,0.298039,0
1184,10230,Madrean Encinal,18,13,69,0,167,132,0,0.654902,0.517647
1185,10240,Madrean Lower Montane Pine-Oak Forest and Woodland,19,12,69,167,189,30,0.654902,0.741176,0.117647
1186,10250,Madrean Pinyon-Juniper Woodland,34,22,44,160,106,31,0.627451,0.415686,0.121569
1187,10260,Madrean Upper Montane Conifer-Oak Forest and Woodland,4,16,80,73,128,57,0.286275,0.501961,0.223529
1188,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,12,14,74,190,210,255,0.745098,0.823529,1
1189,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,18,37,45,115,149,230,0.45098,0.584314,0.901961
1190,10540,Southern Rocky Mountain Ponderosa Pine Woodland,2,9,89,168,56,0,0.658824,0.219608,0
1191,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,69,31,-9999,211,255,190,0.827451,1,0.745098
1192,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,69,31,-9999,56,168,0,0.219608,0.658824,0
1193,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,28,61,11,230,230,0,0.901961,0.901961,0
1194,10770,Chihuahuan Succulent Desert Scrub,100,-9999,-9999,232,127,105,0.909804,0.498039,0.411765
1196,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1197,10820,Mojave Mid-Elevation Mixed Desert Scrub,100,-9999,-9999,216,6,73,0.847059,0.023529,0.286275
1198,10870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,100,-9999,-9999,52,154,184,0.203922,0.603922,0.721569
1199,10910,Sonoran Mid-Elevation Desert Scrub,100,-9999,-9999,176,6,99,0.690196,0.023529,0.388235
1200,11000,Chihuahuan Mixed Desert and Thorn Scrub,59,41,-9999,245,162,122,0.960784,0.635294,0.478431
1201,11020,Colorado Plateau Pinyon-Juniper Shrubland,20,29,51,255,0,0,1,0,0
1202,11040,Mogollon Chaparral,96,-9999,4,173,250,211,0.678431,0.980392,0.827451
1203,11070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,78,22,-9999,115,255,223,0.45098,1,0.87451
1204,11090,Sonoran Paloverde-Mixed Cacti Desert Scrub,100,-9999,-9999,233,214,245,0.913725,0.839216,0.960784
1205,11150,Inter-Mountain Basins Juniper Savanna,20,29,51,137,112,68,0.537255,0.439216,0.266667
1206,11160,Madrean Juniper Savanna,34,22,44,207,157,143,0.811765,0.615686,0.560784
1207,11170,Southern Rocky Mountain Ponderosa Pine Savanna,3,-9999,97,255,85,0,1,0.333333,0
1208,11210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,80,-9999,20,255,221,216,1,0.866667,0.847059
1209,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
1210,11350,Inter-Mountain Basins Semi-Desert Grassland,33,67,-9999,185,174,211,0.72549,0.682353,0.827451
1211,11460,Southern Rocky Mountain Montane-Subalpine Grassland,52,-9999,48,167,205,178,0.654902,0.803922,0.698039
1212,11550,North American Warm Desert Riparian Systems,10,90,-9999,123,160,117,0.482353,0.627451,0.458824
1213,11552,North American Warm Desert Riparian Systems-Stringers,100,-9999,-9999,84,160,117,0.329412,0.627451,0.458824
1214,11590,Rocky Mountain Montane Riparian Systems,12,-9999,88,123,124,93,0.482353,0.486275,0.364706
1215,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,23,-9999,77,49,165,167,0.192157,0.647059,0.654902
1216,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
1217,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
1218,10110,Rocky Mountain Aspen Forest and Woodland,46,54,-9999,255,255,115,1,1,0.45098
1219,10120,Rocky Mountain Bigtooth Maple Ravine Woodland,37,63,-9999,255,211,127,1,0.827451,0.498039
1220,10170,Columbia Plateau Western Juniper Woodland and Savanna,38,62,-9999,14,245,98,0.054902,0.960784,0.384314
1221,10190,Great Basin Pinyon-Juniper Woodland,51,49,-9999,115,76,0,0.45098,0.298039,0
1222,10460,Northern Rocky Mountain Subalpine Woodland and Parkland,18,11,71,255,170,0,1,0.666667,0
1223,10500,Rocky Mountain Lodgepole Pine Forest,81,-9999,19,128,251,26,0.501961,0.984314,0.101961
1224,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,12,14,74,190,210,255,0.745098,0.823529,1
1225,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,18,37,45,115,149,230,0.45098,0.584314,0.901961
1226,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,80,20,-9999,211,255,190,0.827451,1,0.745098
1227,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,80,20,-9999,56,168,0,0.219608,0.658824,0
1228,10570,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,28,-9999,72,227,223,162,0.890196,0.87451,0.635294
1229,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,37,63,-9999,230,230,0,0.901961,0.901961,0
1230,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,24,47,29,191,19,230,0.74902,0.07451,0.901961
1231,10790,Great Basin Xeric Mixed Sagebrush Shrubland,90,10,-9999,57,194,207,0.223529,0.760784,0.811765
1233,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
1234,10860,Rocky Mountain Lower Montane-Foothill Shrubland,21,79,-9999,137,68,101,0.537255,0.266667,0.396078
1235,11060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,44,56,-9999,137,68,80,0.537255,0.266667,0.313725
1236,11230,Columbia Plateau Steppe and Grassland,100,-9999,-9999,235,218,234,0.921569,0.854902,0.917647
1237,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
1238,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
1239,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
1240,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
